"","A1","B2","C3","D4","E5","F6","G7","H8","I9","J10","K11","L12","M13","N14","O15","P16","Q17","R18","S19","T20","U21","V22","W23","X24","Y25","Z26","NA27","NA28","NA29","NA30","NA31","NA32","NA33","NA34","NA35","NA36","NA37","NA38","NA39","NA40","NA41","NA42","NA43","NA44","NA45","NA46","NA47","NA48","NA49","NA50","NA51","NA52","NA53","NA54","NA55","NA56","NA57","NA58","NA59","NA60","NA61","NA62","NA63","NA64","NA65","NA66","NA67","NA68","NA69","NA70","NA71","NA72","NA73","NA74","NA75"
"35","P10_1_CEL","Total_Total_f","Total_Total_pct","P15_Celular_TRUE_f","P15_Celular_TRUE_pct","P15_Celular_FALSE_f","P15_Celular_FALSE_pct","P15_Tablet___Ipad_TRUE_f","P15_Tablet___Ipad_TRUE_pct","P15_Tablet___Ipad_FALSE_f","P15_Tablet___Ipad_FALSE_pct","P15_Computadora__Lap_Top_TRUE_f","P15_Computadora__Lap_Top_TRUE_pct","P15_Computadora__Lap_Top_FALSE_f","P15_Computadora__Lap_Top_FALSE_pct","P15_1_Celular_TRUE_f","P15_1_Celular_TRUE_pct","P15_1_Celular_FALSE_f","P15_1_Celular_FALSE_pct","P15_1_Tablet___Ipad_TRUE_f","P15_1_Tablet___Ipad_TRUE_pct","P15_1_Tablet___Ipad_FALSE_f","P15_1_Tablet___Ipad_FALSE_pct","P15_1_Computadora__Lap_Top_TRUE_f","P15_1_Computadora__Lap_Top_TRUE_pct","P15_1_Computadora__Lap_Top_FALSE_f","P15_1_Computadora__Lap_Top_FALSE_pct","F1Genero_Femenino_f","F1Genero_Femenino_pct","F1Genero_Masculino_f","F1Genero_Masculino_pct","NSE_A/B_f","NSE_A/B_pct","NSE_C+_f","NSE_C+_pct","NSE_C_f","NSE_C_pct","NSE_C-_f","NSE_C-_pct","NSE_D+_f","NSE_D+_pct","NSE_D_f","NSE_D_pct","NSE_E_f","NSE_E_pct","Edad_Rango_18 - 24_f","Edad_Rango_18 - 24_pct","Edad_Rango_25 - 34_f","Edad_Rango_25 - 34_pct","Edad_Rango_35 - 44_f","Edad_Rango_35 - 44_pct","Edad_Rango_45 - 55_f","Edad_Rango_45 - 55_pct","Plaza_Ciudad de México_f","Plaza_Ciudad de México_pct","Plaza_Tijuana_f","Plaza_Tijuana_pct","Plaza_Monterrey_f","Plaza_Monterrey_pct","Plaza_Guadalajara_f","Plaza_Guadalajara_pct","Plaza_Puebla_f","Plaza_Puebla_pct","Plaza_Mérida_f","Plaza_Mérida_pct","EdocivilHIjos_Casado con hijos_f","EdocivilHIjos_Casado con hijos_pct","EdocivilHIjos_Casado sin hijos_f","EdocivilHIjos_Casado sin hijos_pct","EdocivilHIjos_Soltero con Hijos_f","EdocivilHIjos_Soltero con Hijos_pct","EdocivilHIjos_Soltero sin HIjos_f","EdocivilHIjos_Soltero sin HIjos_pct","EdocivilHIjos_No contestó_f","EdocivilHIjos_No contestó_pct"
"36","1","342","30.6","340","30.5","2","100","7","22.6","335","30.8","31","35.2","311","30.2","2","100","340","30.5","19","21.1","323","31.5","17","11","325","33.8","163","29.5","179","31.7","0","NaN","65","31","60","27.3","73","27.8","77","30.7","67","38.7","0","NaN","68","28.2","134","32.4","72","25.4","68","38.2","43","18.1","30","16.8","103","64.8","52","28.4","72","40.2","42","23.3","75","17.5","72","23.7","56","59.6","139","47.9","0","NaN"
"37","2","493","44.1","493","44.2","0","0","8","25.8","485","44.7","24","27.3","469","45.6","0","0","493","44.2","37","41.1","456","44.4","66","42.6","427","44.4","254","46","239","42.3","0","NaN","75","35.7","100","45.5","113","43","121","48.2","84","48.6","0","NaN","93","38.6","207","50","134","47.2","59","33.1","112","47.3","100","55.9","35","22","81","44.3","72","40.2","93","51.7","214","49.9","207","68.1","22","23.4","50","17.2","0","NaN"
"38","3","192","17.2","192","17.2","0","0","9","29","183","16.9","25","28.4","167","16.2","0","0","192","17.2","22","24.4","170","16.6","38","24.5","154","16","92","16.7","100","17.7","0","NaN","40","19","45","20.5","54","20.5","38","15.1","15","8.7","0","NaN","49","20.3","55","13.3","56","19.7","32","18","48","20.3","33","18.4","14","8.8","39","21.3","25","14","33","18.3","102","23.8","19","6.2","11","11.7","60","20.7","0","NaN"
"39","4 o más","90","8.1","90","8.1","0","0","7","22.6","83","7.6","8","9.1","82","8","0","0","90","8.1","12","13.3","78","7.6","34","21.9","56","5.8","43","7.8","47","8.3","0","NaN","30","14.3","15","6.8","23","8.7","15","6","7","4","0","NaN","31","12.9","18","4.3","22","7.7","19","10.7","34","14.3","16","8.9","7","4.4","11","6","10","5.6","12","6.7","38","8.9","6","2","5","5.3","41","14.1","0","NaN"
"40","Total","1117","100","1115","100","2","100","31","100","1086","100","88","100","1029","100","2","100","1115","100","90","100","1027","100","155","100","962","100","552","100","565","100","0","NaN","210","100","220","100","263","100","251","100","173","100","0","NaN","241","100","414","100","284","100","178","100","237","100","179","100","159","100","183","100","179","100","180","100","429","100","304","100","94","100","290","100","0","NaN"
"41",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"42","P10_1_TABLET","Total_Total_f","Total_Total_pct","P15_Celular_TRUE_f","P15_Celular_TRUE_pct","P15_Celular_FALSE_f","P15_Celular_FALSE_pct","P15_Tablet___Ipad_TRUE_f","P15_Tablet___Ipad_TRUE_pct","P15_Tablet___Ipad_FALSE_f","P15_Tablet___Ipad_FALSE_pct","P15_Computadora__Lap_Top_TRUE_f","P15_Computadora__Lap_Top_TRUE_pct","P15_Computadora__Lap_Top_FALSE_f","P15_Computadora__Lap_Top_FALSE_pct","P15_1_Celular_TRUE_f","P15_1_Celular_TRUE_pct","P15_1_Celular_FALSE_f","P15_1_Celular_FALSE_pct","P15_1_Tablet___Ipad_TRUE_f","P15_1_Tablet___Ipad_TRUE_pct","P15_1_Tablet___Ipad_FALSE_f","P15_1_Tablet___Ipad_FALSE_pct","P15_1_Computadora__Lap_Top_TRUE_f","P15_1_Computadora__Lap_Top_TRUE_pct","P15_1_Computadora__Lap_Top_FALSE_f","P15_1_Computadora__Lap_Top_FALSE_pct","F1Genero_Femenino_f","F1Genero_Femenino_pct","F1Genero_Masculino_f","F1Genero_Masculino_pct","NSE_A/B_f","NSE_A/B_pct","NSE_C+_f","NSE_C+_pct","NSE_C_f","NSE_C_pct","NSE_C-_f","NSE_C-_pct","NSE_D+_f","NSE_D+_pct","NSE_D_f","NSE_D_pct","NSE_E_f","NSE_E_pct","Edad_Rango_18 - 24_f","Edad_Rango_18 - 24_pct","Edad_Rango_25 - 34_f","Edad_Rango_25 - 34_pct","Edad_Rango_35 - 44_f","Edad_Rango_35 - 44_pct","Edad_Rango_45 - 55_f","Edad_Rango_45 - 55_pct","Plaza_Ciudad de México_f","Plaza_Ciudad de México_pct","Plaza_Tijuana_f","Plaza_Tijuana_pct","Plaza_Monterrey_f","Plaza_Monterrey_pct","Plaza_Guadalajara_f","Plaza_Guadalajara_pct","Plaza_Puebla_f","Plaza_Puebla_pct","Plaza_Mérida_f","Plaza_Mérida_pct","EdocivilHIjos_Casado con hijos_f","EdocivilHIjos_Casado con hijos_pct","EdocivilHIjos_Casado sin hijos_f","EdocivilHIjos_Casado sin hijos_pct","EdocivilHIjos_Soltero con Hijos_f","EdocivilHIjos_Soltero con Hijos_pct","EdocivilHIjos_Soltero sin HIjos_f","EdocivilHIjos_Soltero sin HIjos_pct","EdocivilHIjos_No contestó_f","EdocivilHIjos_No contestó_pct"
"43","1","117","87.3","105","86.8","12","92.3","33","75","84","93.3","14","73.7","103","89.6","0","NaN","117","87.3","84","93.3","33","75","24","80","93","89.4","59","85.5","58","89.2","0","NaN","29","78.4","25","83.3","32","91.4","23","95.8","8","100","0","NaN","31","91.2","46","90.2","32","84.2","8","72.7","22","84.6","9","90","15","100","16","84.2","33","91.7","22","78.6","50","83.3","30","93.8","8","100","29","85.3","0","NaN"
"44","2","15","11.2","14","11.6","1","7.7","9","20.5","6","6.7","5","26.3","10","8.7","0","NaN","15","11.2","6","6.7","9","20.5","5","16.7","10","9.6","10","14.5","5","7.7","0","NaN","6","16.2","5","16.7","3","8.6","1","4.2","0","0","0","NaN","2","5.9","5","9.8","6","15.8","2","18.2","3","11.5","1","10","0","0","2","10.5","3","8.3","6","21.4","9","15","2","6.2","0","0","4","11.8","0","NaN"
"45","3","1","0.7","1","0.8","0","0","1","2.3","0","0","0","0","1","0.9","0","NaN","1","0.7","0","0","1","2.3","1","3.3","0","0","0","0","1","1.5","0","NaN","1","2.7","0","0","0","0","0","0","0","0","0","NaN","0","0","0","0","0","0","1","9.1","0","0","0","0","0","0","1","5.3","0","0","0","0","1","1.7","0","0","0","0","0","0","0","NaN"
"46","4 o más","1","0.7","1","0.8","0","0","1","2.3","0","0","0","0","1","0.9","0","NaN","1","0.7","0","0","1","2.3","0","0","1","1","0","0","1","1.5","0","NaN","1","2.7","0","0","0","0","0","0","0","0","0","NaN","1","2.9","0","0","0","0","0","0","1","3.8","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","2.9","0","NaN"
"47","Total","134","100","121","100","13","100","44","100","90","100","19","100","115","100","0","NaN","134","100","90","100","44","100","30","100","104","100","69","100","65","100","0","NaN","37","100","30","100","35","100","24","100","8","100","0","NaN","34","100","51","100","38","100","11","100","26","100","10","100","15","100","19","100","36","100","28","100","60","100","32","100","8","100","34","100","0","NaN"
"48",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"49","P10_1_COMPU","Total_Total_f","Total_Total_pct","P15_Celular_TRUE_f","P15_Celular_TRUE_pct","P15_Celular_FALSE_f","P15_Celular_FALSE_pct","P15_Tablet___Ipad_TRUE_f","P15_Tablet___Ipad_TRUE_pct","P15_Tablet___Ipad_FALSE_f","P15_Tablet___Ipad_FALSE_pct","P15_Computadora__Lap_Top_TRUE_f","P15_Computadora__Lap_Top_TRUE_pct","P15_Computadora__Lap_Top_FALSE_f","P15_Computadora__Lap_Top_FALSE_pct","P15_1_Celular_TRUE_f","P15_1_Celular_TRUE_pct","P15_1_Celular_FALSE_f","P15_1_Celular_FALSE_pct","P15_1_Tablet___Ipad_TRUE_f","P15_1_Tablet___Ipad_TRUE_pct","P15_1_Tablet___Ipad_FALSE_f","P15_1_Tablet___Ipad_FALSE_pct","P15_1_Computadora__Lap_Top_TRUE_f","P15_1_Computadora__Lap_Top_TRUE_pct","P15_1_Computadora__Lap_Top_FALSE_f","P15_1_Computadora__Lap_Top_FALSE_pct","F1Genero_Femenino_f","F1Genero_Femenino_pct","F1Genero_Masculino_f","F1Genero_Masculino_pct","NSE_A/B_f","NSE_A/B_pct","NSE_C+_f","NSE_C+_pct","NSE_C_f","NSE_C_pct","NSE_C-_f","NSE_C-_pct","NSE_D+_f","NSE_D+_pct","NSE_D_f","NSE_D_pct","NSE_E_f","NSE_E_pct","Edad_Rango_18 - 24_f","Edad_Rango_18 - 24_pct","Edad_Rango_25 - 34_f","Edad_Rango_25 - 34_pct","Edad_Rango_35 - 44_f","Edad_Rango_35 - 44_pct","Edad_Rango_45 - 55_f","Edad_Rango_45 - 55_pct","Plaza_Ciudad de México_f","Plaza_Ciudad de México_pct","Plaza_Tijuana_f","Plaza_Tijuana_pct","Plaza_Monterrey_f","Plaza_Monterrey_pct","Plaza_Guadalajara_f","Plaza_Guadalajara_pct","Plaza_Puebla_f","Plaza_Puebla_pct","Plaza_Mérida_f","Plaza_Mérida_pct","EdocivilHIjos_Casado con hijos_f","EdocivilHIjos_Casado con hijos_pct","EdocivilHIjos_Casado sin hijos_f","EdocivilHIjos_Casado sin hijos_pct","EdocivilHIjos_Soltero con Hijos_f","EdocivilHIjos_Soltero con Hijos_pct","EdocivilHIjos_Soltero sin HIjos_f","EdocivilHIjos_Soltero sin HIjos_pct","EdocivilHIjos_No contestó_f","EdocivilHIjos_No contestó_pct"
"50","1","219","83.3","200","83","19","86.4","11","61.1","208","84.9","78","72.9","141","90.4","2","100","217","83.1","27","87.1","192","82.8","141","90.4","78","72.9","105","80.2","114","86.4","0","NaN","79","76.7","50","82","46","88.5","33","94.3","11","91.7","0","NaN","57","79.2","79","88.8","59","84.3","24","75","53","88.3","29","82.9","26","74.3","44","88","35","74.5","32","88.9","90","84.9","35","74.5","17","81","77","86.5","0","NaN"
"51","2","40","15.2","38","15.8","2","9.1","5","27.8","35","14.3","25","23.4","15","9.6","0","0","40","15.3","4","12.9","36","15.5","15","9.6","25","23.4","24","18.3","16","12.1","0","NaN","22","21.4","11","18","5","9.6","1","2.9","1","8.3","0","NaN","11","15.3","10","11.2","11","15.7","8","25","6","10","5","14.3","9","25.7","6","12","10","21.3","4","11.1","16","15.1","12","25.5","3","14.3","9","10.1","0","NaN"
"52","3","4","1.5","3","1.2","1","4.5","2","11.1","2","0.8","4","3.7","0","0","0","0","4","1.5","0","0","4","1.7","0","0","4","3.7","2","1.5","2","1.5","0","NaN","2","1.9","0","0","1","1.9","1","2.9","0","0","0","NaN","4","5.6","0","0","0","0","0","0","1","1.7","1","2.9","0","0","0","0","2","4.3","0","0","0","0","0","0","1","4.8","3","3.4","0","NaN"
"53","4 o más","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","NaN","0","0","0","0","0","0","0","0","0","0","0","NaN","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","NaN"
"54","Total","263","100","241","100","22","100","18","100","245","100","107","100","156","100","2","100","261","100","31","100","232","100","156","100","107","100","131","100","132","100","0","NaN","103","100","61","100","52","100","35","100","12","100","0","NaN","72","100","89","100","70","100","32","100","60","100","35","100","35","100","50","100","47","100","36","100","106","100","47","100","21","100","89","100","0","NaN"
"55",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"56","P15a_CEL","Total_Total_f","Total_Total_pct","P15_Celular_TRUE_f","P15_Celular_TRUE_pct","P15_Celular_FALSE_f","P15_Celular_FALSE_pct","P15_Tablet___Ipad_TRUE_f","P15_Tablet___Ipad_TRUE_pct","P15_Tablet___Ipad_FALSE_f","P15_Tablet___Ipad_FALSE_pct","P15_Computadora__Lap_Top_TRUE_f","P15_Computadora__Lap_Top_TRUE_pct","P15_Computadora__Lap_Top_FALSE_f","P15_Computadora__Lap_Top_FALSE_pct","P15_1_Celular_TRUE_f","P15_1_Celular_TRUE_pct","P15_1_Celular_FALSE_f","P15_1_Celular_FALSE_pct","P15_1_Tablet___Ipad_TRUE_f","P15_1_Tablet___Ipad_TRUE_pct","P15_1_Tablet___Ipad_FALSE_f","P15_1_Tablet___Ipad_FALSE_pct","P15_1_Computadora__Lap_Top_TRUE_f","P15_1_Computadora__Lap_Top_TRUE_pct","P15_1_Computadora__Lap_Top_FALSE_f","P15_1_Computadora__Lap_Top_FALSE_pct","F1Genero_Femenino_f","F1Genero_Femenino_pct","F1Genero_Masculino_f","F1Genero_Masculino_pct","NSE_A/B_f","NSE_A/B_pct","NSE_C+_f","NSE_C+_pct","NSE_C_f","NSE_C_pct","NSE_C-_f","NSE_C-_pct","NSE_D+_f","NSE_D+_pct","NSE_D_f","NSE_D_pct","NSE_E_f","NSE_E_pct","Edad_Rango_18 - 24_f","Edad_Rango_18 - 24_pct","Edad_Rango_25 - 34_f","Edad_Rango_25 - 34_pct","Edad_Rango_35 - 44_f","Edad_Rango_35 - 44_pct","Edad_Rango_45 - 55_f","Edad_Rango_45 - 55_pct","Plaza_Ciudad de México_f","Plaza_Ciudad de México_pct","Plaza_Tijuana_f","Plaza_Tijuana_pct","Plaza_Monterrey_f","Plaza_Monterrey_pct","Plaza_Guadalajara_f","Plaza_Guadalajara_pct","Plaza_Puebla_f","Plaza_Puebla_pct","Plaza_Mérida_f","Plaza_Mérida_pct","EdocivilHIjos_Casado con hijos_f","EdocivilHIjos_Casado con hijos_pct","EdocivilHIjos_Casado sin hijos_f","EdocivilHIjos_Casado sin hijos_pct","EdocivilHIjos_Soltero con Hijos_f","EdocivilHIjos_Soltero con Hijos_pct","EdocivilHIjos_Soltero sin HIjos_f","EdocivilHIjos_Soltero sin HIjos_pct","EdocivilHIjos_No contestó_f","EdocivilHIjos_No contestó_pct"
"57","Mis Hijos / Hijas","0","0","0","NaN","0","0","0","NaN","0","0","0","0","0","NaN","0","0","0","NaN","0","NaN","0","0","0","NaN","0","0","0","0","0","0","0","NaN","0","0","0","NaN","0","NaN","0","0","0","NaN","0","NaN","0","NaN","0","0","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN","0","0","0","NaN","0","NaN","0","NaN","0","0","0","0","0","NaN"
"58","Mi Papá / Mamá","2","100","0","NaN","2","100","0","NaN","2","100","2","100","0","NaN","2","100","0","NaN","0","NaN","2","100","0","NaN","2","100","1","100","1","100","0","NaN","1","100","0","NaN","0","NaN","1","100","0","NaN","0","NaN","0","NaN","2","100","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN","2","100","0","NaN","0","NaN","0","NaN","1","100","1","100","0","NaN"
"59","Mi Esposo / Esposa","0","0","0","NaN","0","0","0","NaN","0","0","0","0","0","NaN","0","0","0","NaN","0","NaN","0","0","0","NaN","0","0","0","0","0","0","0","NaN","0","0","0","NaN","0","NaN","0","0","0","NaN","0","NaN","0","NaN","0","0","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN","0","0","0","NaN","0","NaN","0","NaN","0","0","0","0","0","NaN"
"60","Otros familiares","0","0","0","NaN","0","0","0","NaN","0","0","0","0","0","NaN","0","0","0","NaN","0","NaN","0","0","0","NaN","0","0","0","0","0","0","0","NaN","0","0","0","NaN","0","NaN","0","0","0","NaN","0","NaN","0","NaN","0","0","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN","0","0","0","NaN","0","NaN","0","NaN","0","0","0","0","0","NaN"
"61","Total","2","100","0","NaN","2","100","0","NaN","2","100","2","100","0","NaN","2","100","0","NaN","0","NaN","2","100","0","NaN","2","100","1","100","1","100","0","NaN","1","100","0","NaN","0","NaN","1","100","0","NaN","0","NaN","0","NaN","2","100","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN","2","100","0","NaN","0","NaN","0","NaN","1","100","1","100","0","NaN"
"62",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"63","P15a_TABLET","Total_Total_f","Total_Total_pct","P15_Celular_TRUE_f","P15_Celular_TRUE_pct","P15_Celular_FALSE_f","P15_Celular_FALSE_pct","P15_Tablet___Ipad_TRUE_f","P15_Tablet___Ipad_TRUE_pct","P15_Tablet___Ipad_FALSE_f","P15_Tablet___Ipad_FALSE_pct","P15_Computadora__Lap_Top_TRUE_f","P15_Computadora__Lap_Top_TRUE_pct","P15_Computadora__Lap_Top_FALSE_f","P15_Computadora__Lap_Top_FALSE_pct","P15_1_Celular_TRUE_f","P15_1_Celular_TRUE_pct","P15_1_Celular_FALSE_f","P15_1_Celular_FALSE_pct","P15_1_Tablet___Ipad_TRUE_f","P15_1_Tablet___Ipad_TRUE_pct","P15_1_Tablet___Ipad_FALSE_f","P15_1_Tablet___Ipad_FALSE_pct","P15_1_Computadora__Lap_Top_TRUE_f","P15_1_Computadora__Lap_Top_TRUE_pct","P15_1_Computadora__Lap_Top_FALSE_f","P15_1_Computadora__Lap_Top_FALSE_pct","F1Genero_Femenino_f","F1Genero_Femenino_pct","F1Genero_Masculino_f","F1Genero_Masculino_pct","NSE_A/B_f","NSE_A/B_pct","NSE_C+_f","NSE_C+_pct","NSE_C_f","NSE_C_pct","NSE_C-_f","NSE_C-_pct","NSE_D+_f","NSE_D+_pct","NSE_D_f","NSE_D_pct","NSE_E_f","NSE_E_pct","Edad_Rango_18 - 24_f","Edad_Rango_18 - 24_pct","Edad_Rango_25 - 34_f","Edad_Rango_25 - 34_pct","Edad_Rango_35 - 44_f","Edad_Rango_35 - 44_pct","Edad_Rango_45 - 55_f","Edad_Rango_45 - 55_pct","Plaza_Ciudad de México_f","Plaza_Ciudad de México_pct","Plaza_Tijuana_f","Plaza_Tijuana_pct","Plaza_Monterrey_f","Plaza_Monterrey_pct","Plaza_Guadalajara_f","Plaza_Guadalajara_pct","Plaza_Puebla_f","Plaza_Puebla_pct","Plaza_Mérida_f","Plaza_Mérida_pct","EdocivilHIjos_Casado con hijos_f","EdocivilHIjos_Casado con hijos_pct","EdocivilHIjos_Casado sin hijos_f","EdocivilHIjos_Casado sin hijos_pct","EdocivilHIjos_Soltero con Hijos_f","EdocivilHIjos_Soltero con Hijos_pct","EdocivilHIjos_Soltero sin HIjos_f","EdocivilHIjos_Soltero sin HIjos_pct","EdocivilHIjos_No contestó_f","EdocivilHIjos_No contestó_pct"
"64","Mis Hijos / Hijas","38","42.2","38","42.2","0","NaN","0","NaN","38","42.2","4","50","34","41.5","0","NaN","38","42.2","38","42.2","0","NaN","9","39.1","29","43.3","20","44.4","18","40","0","NaN","9","39.1","12","63.2","11","40.7","5","38.5","1","12.5","0","NaN","3","14.3","9","26.5","22","78.6","4","57.1","3","21.4","5","55.6","2","28.6","7","50","13","54.2","8","36.4","34","73.9","0","0","4","100","0","0","0","NaN"
"65","Mi Papá / Mamá","9","10","9","10","0","NaN","0","NaN","9","10","1","12.5","8","9.8","0","NaN","9","10","9","10","0","NaN","4","17.4","5","7.5","7","15.6","2","4.4","0","NaN","1","4.3","2","10.5","3","11.1","1","7.7","2","25","0","NaN","6","28.6","3","8.8","0","0","0","0","4","28.6","1","11.1","1","14.3","1","7.1","1","4.2","1","4.5","0","0","2","9.1","0","0","7","38.9","0","NaN"
"66","Mi Esposo / Esposa","28","31.1","28","31.1","0","NaN","0","NaN","28","31.1","2","25","26","31.7","0","NaN","28","31.1","28","31.1","0","NaN","4","17.4","24","35.8","11","24.4","17","37.8","0","NaN","8","34.8","2","10.5","9","33.3","6","46.2","3","37.5","0","NaN","6","28.6","15","44.1","6","21.4","1","14.3","6","42.9","1","11.1","1","14.3","4","28.6","9","37.5","7","31.8","10","21.7","18","81.8","0","0","0","0","0","NaN"
"67","Otros familiares","15","16.7","15","16.7","0","NaN","0","NaN","15","16.7","1","12.5","14","17.1","0","NaN","15","16.7","15","16.7","0","NaN","6","26.1","9","13.4","7","15.6","8","17.8","0","NaN","5","21.7","3","15.8","4","14.8","1","7.7","2","25","0","NaN","6","28.6","7","20.6","0","0","2","28.6","1","7.1","2","22.2","3","42.9","2","14.3","1","4.2","6","27.3","2","4.3","2","9.1","0","0","11","61.1","0","NaN"
"68","Total","90","100","90","100","0","NaN","0","NaN","90","100","8","100","82","100","0","NaN","90","100","90","100","0","NaN","23","100","67","100","45","100","45","100","0","NaN","23","100","19","100","27","100","13","100","8","100","0","NaN","21","100","34","100","28","100","7","100","14","100","9","100","7","100","14","100","24","100","22","100","46","100","22","100","4","100","18","100","0","NaN"
"69",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"70","P15a_COMPU","Total_Total_f","Total_Total_pct","P15_Celular_TRUE_f","P15_Celular_TRUE_pct","P15_Celular_FALSE_f","P15_Celular_FALSE_pct","P15_Tablet___Ipad_TRUE_f","P15_Tablet___Ipad_TRUE_pct","P15_Tablet___Ipad_FALSE_f","P15_Tablet___Ipad_FALSE_pct","P15_Computadora__Lap_Top_TRUE_f","P15_Computadora__Lap_Top_TRUE_pct","P15_Computadora__Lap_Top_FALSE_f","P15_Computadora__Lap_Top_FALSE_pct","P15_1_Celular_TRUE_f","P15_1_Celular_TRUE_pct","P15_1_Celular_FALSE_f","P15_1_Celular_FALSE_pct","P15_1_Tablet___Ipad_TRUE_f","P15_1_Tablet___Ipad_TRUE_pct","P15_1_Tablet___Ipad_FALSE_f","P15_1_Tablet___Ipad_FALSE_pct","P15_1_Computadora__Lap_Top_TRUE_f","P15_1_Computadora__Lap_Top_TRUE_pct","P15_1_Computadora__Lap_Top_FALSE_f","P15_1_Computadora__Lap_Top_FALSE_pct","F1Genero_Femenino_f","F1Genero_Femenino_pct","F1Genero_Masculino_f","F1Genero_Masculino_pct","NSE_A/B_f","NSE_A/B_pct","NSE_C+_f","NSE_C+_pct","NSE_C_f","NSE_C_pct","NSE_C-_f","NSE_C-_pct","NSE_D+_f","NSE_D+_pct","NSE_D_f","NSE_D_pct","NSE_E_f","NSE_E_pct","Edad_Rango_18 - 24_f","Edad_Rango_18 - 24_pct","Edad_Rango_25 - 34_f","Edad_Rango_25 - 34_pct","Edad_Rango_35 - 44_f","Edad_Rango_35 - 44_pct","Edad_Rango_45 - 55_f","Edad_Rango_45 - 55_pct","Plaza_Ciudad de México_f","Plaza_Ciudad de México_pct","Plaza_Tijuana_f","Plaza_Tijuana_pct","Plaza_Monterrey_f","Plaza_Monterrey_pct","Plaza_Guadalajara_f","Plaza_Guadalajara_pct","Plaza_Puebla_f","Plaza_Puebla_pct","Plaza_Mérida_f","Plaza_Mérida_pct","EdocivilHIjos_Casado con hijos_f","EdocivilHIjos_Casado con hijos_pct","EdocivilHIjos_Casado sin hijos_f","EdocivilHIjos_Casado sin hijos_pct","EdocivilHIjos_Soltero con Hijos_f","EdocivilHIjos_Soltero con Hijos_pct","EdocivilHIjos_Soltero sin HIjos_f","EdocivilHIjos_Soltero sin HIjos_pct","EdocivilHIjos_No contestó_f","EdocivilHIjos_No contestó_pct"
"71","Mis Hijos / Hijas","59","37.8","59","38.1","0","0","3","42.9","56","37.6","0","NaN","59","37.8","0","NaN","59","37.8","6","26.1","53","39.8","59","37.8","0","NaN","22","29.3","37","45.7","0","NaN","24","41.4","14","41.2","13","39.4","6","26.1","2","25","0","NaN","0","0","7","14.9","34","64.2","18","85.7","10","23.3","6","33.3","10","55.6","15","48.4","5","25","13","50","55","66.3","0","0","4","44.4","0","0","0","NaN"
"72","Mi Papá / Mamá","23","14.7","22","14.2","1","100","2","28.6","21","14.1","0","NaN","23","14.7","0","NaN","23","14.7","7","30.4","16","12","23","14.7","0","NaN","11","14.7","12","14.8","0","NaN","8","13.8","5","14.7","5","15.2","4","17.4","1","12.5","0","NaN","15","42.9","7","14.9","1","1.9","0","0","9","20.9","3","16.7","6","33.3","2","6.5","2","10","1","3.8","1","1.2","2","8","2","22.2","18","46.2","0","NaN"
"73","Mi Esposo / Esposa","45","28.8","45","29","0","0","2","28.6","43","28.9","0","NaN","45","28.8","0","NaN","45","28.8","7","30.4","38","28.6","45","28.8","0","NaN","22","29.3","23","28.4","0","NaN","17","29.3","9","26.5","9","27.3","8","34.8","2","25","0","NaN","3","8.6","26","55.3","15","28.3","1","4.8","15","34.9","7","38.9","1","5.6","7","22.6","10","50","5","19.2","23","27.7","22","88","0","0","0","0","0","NaN"
"74","Otros familiares","29","18.6","29","18.7","0","0","0","0","29","19.5","0","NaN","29","18.6","0","NaN","29","18.6","3","13","26","19.5","29","18.6","0","NaN","20","26.7","9","11.1","0","NaN","9","15.5","6","17.6","6","18.2","5","21.7","3","37.5","0","NaN","17","48.6","7","14.9","3","5.7","2","9.5","9","20.9","2","11.1","1","5.6","7","22.6","3","15","7","26.9","4","4.8","1","4","3","33.3","21","53.8","0","NaN"
